ID,,,
2021-08-26T10:43:34.175806,induction_motor,x_accel,2.99808
2021-08-26T10:43:34.176806,induction_motor,x_accel,2.83691
2021-08-26T10:43:34.177806,induction_motor,x_accel,43.93458
2021-08-26T10:43:34.178806,induction_motor,x_accel,-4.28675
2021-08-26T10:43:34.179806,induction_motor,x_accel,-7.34894
2021-08-26T10:43:34.180806,induction_motor,x_accel,-3.77098
2021-08-26T10:43:34.181806,induction_motor,x_accel,-13.11871
2021-08-26T10:43:34.182806,induction_motor,x_accel,-10.28220
2021-08-26T10:43:34.183806,induction_motor,x_accel,0.19373
2021-08-26T10:43:34.184806,induction_motor,x_accel,-4.28675
2021-08-26T10:43:34.185806,induction_motor,x_accel,17.69646
2021-08-26T10:43:34.186806,induction_motor,x_accel,-2.03043
2021-08-26T10:43:34.187806,induction_motor,x_accel,-7.86461
2021-08-26T10:43:34.188806,induction_motor,x_accel,25.40030
2021-08-26T10:43:34.189806,induction_motor,x_accel,1.38635
2021-08-26T10:43:34.190806,induction_motor,x_accel,1.67644
2021-08-26T10:43:34.191806,induction_motor,x_accel,-7.67128
2021-08-26T10:43:34.192806,induction_motor,x_accel,-9.60526
2021-08-26T10:43:34.193806,induction_motor,x_accel,-22.14408
2021-08-26T10:43:34.194806,induction_motor,x_accel,5.31881
2021-08-26T10:43:34.195806,induction_motor,x_accel,4.60971
2021-08-26T10:43:34.196806,induction_motor,x_accel,2.99808
2021-08-26T10:43:34.197806,induction_motor,x_accel,0.61274
2021-08-26T10:43:34.198806,induction_motor,x_accel,12.63579
2021-08-26T10:43:34.199806,induction_motor,x_accel,0.12922
2021-08-26T10:43:34.200806,induction_motor,x_accel,-7.67128
2021-08-26T10:43:34.201806,induction_motor,x_accel,-8.25147
2021-08-26T10:43:34.202806,induction_motor,x_accel,5.83458
2021-08-26T10:43:34.203806,induction_motor,x_accel,-9.76643
2021-08-26T10:43:34.204806,induction_motor,x_accel,-21.56390
2021-08-26T10:43:34.205806,induction_motor,x_accel,-25.75420
2021-08-26T10:43:34.206806,induction_motor,x_accel,-8.99282
2021-08-26T10:43:34.207806,induction_motor,x_accel,22.46704
2021-08-26T10:43:34.208806,induction_motor,x_accel,13.47391
2021-08-26T10:43:34.209806,induction_motor,x_accel,20.43630
2021-08-26T10:43:34.210806,induction_motor,x_accel,8.60667
2021-08-26T10:43:34.211806,induction_motor,x_accel,-6.57533
2021-08-26T10:43:34.212806,induction_motor,x_accel,-0.86997
2021-08-26T10:43:34.213806,induction_motor,x_accel,6.06016
2021-08-26T10:43:34.214806,induction_motor,x_accel,-1.12781
2021-08-26T10:43:34.215806,induction_motor,x_accel,-4.38342
2021-08-26T10:43:34.216806,induction_motor,x_accel,-2.57836
2021-08-26T10:43:34.217806,induction_motor,x_accel,-26.52781
2021-08-26T10:43:34.218806,induction_motor,x_accel,-20.53236
2021-08-26T10:43:34.219806,induction_motor,x_accel,12.53913
2021-08-26T10:43:34.220806,induction_motor,x_accel,5.67341
2021-08-26T10:43:34.221806,induction_motor,x_accel,17.47088
2021-08-26T10:43:34.222806,induction_motor,x_accel,28.04348
2021-08-26T10:43:34.223806,induction_motor,x_accel,0.51608
2021-08-26T10:43:34.224806,induction_motor,x_accel,-11.73266
2021-08-26T10:43:34.225806,induction_motor,x_accel,-7.57452
